"sample_id","transcriptome_diversity","group"
"GTEX-146FQ-1926-SM-5NQBY",0.811364696339758,"arora_gtex_mskcc_colon"
"GTEX-147F3-1926-SM-5SIB9",0.818288469791462,"arora_gtex_mskcc_colon"
"GTEX-147JS-2526-SM-5S2Q8",0.807461132291323,"arora_gtex_mskcc_colon"
"GTEX-148VJ-2626-SM-5QGPI",0.786334053526506,"arora_gtex_mskcc_colon"
"GTEX-14AS3-1126-SM-5Q5CR",0.795788989074177,"arora_gtex_mskcc_colon"
"GTEX-14C38-2626-SM-5RQI4",0.737937430975349,"arora_gtex_mskcc_colon"
"GTEX-14DAR-1526-SM-5RQIX",0.80712592222615,"arora_gtex_mskcc_colon"
"GTEX-14E6E-1526-SM-5RQIG",0.78621116522045,"arora_gtex_mskcc_colon"
"GTEX-NFK9-2026-SM-3LK5K",0.82752983156074,"arora_gtex_mskcc_colon"
"GTEX-O5YW-1426-SM-3MJHF",0.81561401626483,"arora_gtex_mskcc_colon"
"GTEX-OHPM-1426-SM-3TW8Y",0.820500912869581,"arora_gtex_mskcc_colon"
"GTEX-OIZH-1426-SM-3NB1O",0.826927812575076,"arora_gtex_mskcc_colon"
"GTEX-OXRK-1726-SM-3NB16",0.824219600770933,"arora_gtex_mskcc_colon"
"GTEX-OXRL-1426-SM-3NM9E",0.794995692798106,"arora_gtex_mskcc_colon"
"GTEX-P4QT-1426-SM-3NMCX",0.816280520353964,"arora_gtex_mskcc_colon"
"GTEX-P78B-1726-SM-3P5ZV",0.820643956747726,"arora_gtex_mskcc_colon"
"GTEX-PLZ5-1126-SM-3P613",0.822149108207483,"arora_gtex_mskcc_colon"
"GTEX-PWCY-1026-SM-48TD4",0.826331988342028,"arora_gtex_mskcc_colon"
"GTEX-PWN1-1426-SM-48TDF",0.814080885776265,"arora_gtex_mskcc_colon"
"GTEX-PWOO-1326-SM-48TCJ",0.819480553668428,"arora_gtex_mskcc_colon"
"GTEX-PX3G-1426-SM-48U1J",0.825091541415469,"arora_gtex_mskcc_colon"
"GTEX-Q2AH-1226-SM-48TZL",0.814542496672678,"arora_gtex_mskcc_colon"
"GTEX-Q2AI-0926-SM-48U1F",0.816253248789013,"arora_gtex_mskcc_colon"
"GTEX-Q734-1126-SM-48TZY",0.819599365941096,"arora_gtex_mskcc_colon"
"GTEX-QCQG-1626-SM-48U26",0.81451334250916,"arora_gtex_mskcc_colon"
"GTEX-QDVJ-1326-SM-48U1X",0.810548968458242,"arora_gtex_mskcc_colon"
